Order ID,Order Date,Customer ID,Region,Product ID,Category,Quantity,Unit Price,Total Price
ORD100139,2022-02-07,CUST00282,North,P0069,Books,6.0,78.23,469.38
ORD100140,2021-01-19,CUST00180,East,P0062,Clothing,1.0,,327.71
ORD100141,2022-07-14,,North,P0034,Grocery,1.0,389.68,389.68
ORD100142,2021-11-30,CUST00121,East,P0026,Toys,3.0,427.48,1282.44
ORD100143,2022-05-03,CUST00282,East,P0026,Grocery,6.0,453.6,2721.6000000000004
ORD100144,2022-06-24,CUST00447,East,P0053,Electronics,5.0,41.71,208.55
ORD100145,2022-01-30,CUST00497,East,P0013,Home,5.0,306.1,1530.5
ORD100146,2022-10-31,CUST00429,,P0093,Books,1.0,146.84,146.84
ORD100147,2021-01-08,CUST00086,North,P0018,Electronics,2.0,185.45,370.9
ORD100148,2022-01-03,CUST00305,South,P0065,Electronics,5.0,91.75,458.75
ORD100149,2021-04-28,CUST00393,East,P0088,,4.0,484.25,1937.0
ORD100150,2022-11-29,CUST00488,South,P0072,Electronics,4.0,48.39,193.56
ORD100151,2022-05-23,CUST00177,South,P0055,Books,5.0,30.49,152.45
ORD100152,2021-07-15,CUST00355,West,P0047,Clothing,1.0,461.22,461.22
ORD100153,2022-11-11,CUST00228,North,P0037,Toys,4.0,203.55,814.2
ORD100154,2021-07-22,CUST00175,West,P0072,Home,6.0,,2477.52
ORD100155,2021-08-24,CUST00492,North,P0094,Clothing,7.0,341.56,2390.92
ORD100156,2021-04-12,CUST00477,North,P0068,Toys,2.0,71.98,143.96
ORD100157,2021-02-03,CUST00051,South,P0065,Grocery,4.0,342.49,1369.96
ORD100158,2022-01-28,CUST00013,East,P0023,Toys,7.0,112.68,788.76
ORD100159,2022-05-15,,South,P0035,Home,4.0,139.38,557.52
ORD100160,2022-05-05,CUST00313,East,P0034,Toys,7.0,212.11,1484.77
ORD100161,2022-05-08,CUST00482,West,P0061,Clothing,5.0,95.33,476.65
ORD100162,2022-06-27,CUST00137,West,P0073,Grocery,5.0,158.63,793.15
ORD100163,2021-01-12,CUST00412,West,P0071,Home,4.0,102.76,411.04
,,,,,,,,
ORD100165,2022-08-26,CUST00123,West,P0040,Toys,7.0,,2820.3700000000003
ORD100166,2021-10-02,CUST00074,North,P0010,Toys,6.0,301.13,1806.78
ORD100167,2022-06-04,CUST00414,North,P0078,Books,4.0,461.81,1847.24
ORD100168,2021-12-11,CUST00225,East,P0035,Toys,2.0,138.97,277.94
ORD100169,2022-12-17,CUST00176,East,P0039,Clothing,2.0,378.96,757.92
ORD100170,2022-11-26,CUST00078,West,P0076,Grocery,5.0,134.59,672.95
ORD100171,2022-11-17,CUST00076,East,P0077,Clothing,2.0,119.57,239.14
ORD100172,2021-10-20,CUST00316,South,P0003,,7.0,298.59,2090.1299999999997
ORD100173,2022-05-02,CUST00301,East,P0038,Electronics,5.0,56.2,281.0
ORD100174,2021-04-16,CUST00014,East,P0082,Toys,6.0,436.52,2619.12
ORD100175,2022-10-28,CUST00246,West,P0011,Grocery,9.0,218.51,1966.59
ORD100176,2021-01-21,CUST00247,,P0082,,7.0,337.38,2361.66
ORD100177,2022-06-24,CUST00163,North,P0052,Grocery,6.0,94.54,567.24
ORD100178,2021-12-23,CUST00056,East,P0039,Toys,6.0,164.66,987.96
ORD100179,2021-11-30,CUST00134,East,P0013,Books,7.0,254.11,1778.77
ORD100180,2022-02-19,CUST00003,East,P0066,Home,8.0,66.47,531.76
ORD100181,2022-05-20,CUST00459,North,P0066,Books,2.0,490.51,981.02
ORD100182,2021-01-03,CUST00330,South,P0044,Electronics,6.0,449.01,2694.06
ORD100183,2021-12-30,CUST00390,,P0072,Electronics,9.0,327.59,2948.31
ORD100184,2022-10-28,CUST00148,East,P0015,Books,6.0,312.52,1875.12
ORD100185,2021-01-02,CUST00186,West,P0053,Electronics,4.0,143.68,574.72
ORD100186,2021-03-22,CUST00081,,P0091,Grocery,8.0,284.28,2274.24
ORD100187,2021-04-01,CUST00291,East,P0090,Books,7.0,222.92,1560.4399999999998
ORD100188,2021-02-13,,North,P0093,Clothing,8.0,41.42,331.36
ORD100189,2022-10-07,CUST00437,East,P0039,Home,3.0,98.03,294.09000000000003
ORD100190,2021-07-14,CUST00260,South,P0006,Books,1.0,84.14,84.14
ORD100191,2022-11-02,CUST00459,South,P0038,Electronics,4.0,353.27,1413.08
ORD100192,2021-08-31,CUST00391,West,P0066,Clothing,6.0,35.93,215.57999999999998
ORD100193,2021-03-28,CUST00355,South,P0092,Toys,2.0,377.48,754.96
ORD100194,2021-11-25,,East,P0046,Books,8.0,371.33,2970.64
ORD100195,2022-03-13,CUST00174,South,P0034,,1.0,482.6,482.6
ORD100196,2021-10-17,CUST00271,West,P0030,Clothing,2.0,59.92,119.84
ORD100197,2021-02-25,CUST00039,South,P0063,Electronics,6.0,276.15,1656.8999999999999
ORD100198,2021-10-22,CUST00124,South,P0002,Electronics,8.0,225.33,1802.64
ORD100199,2021-05-14,CUST00005,South,P0074,Grocery,5.0,340.45,1702.25
ORD100200,2022-11-02,,East,P0079,Books,8.0,400.25,3202.0
ORD100201,2021-06-06,CUST00062,South,P0095,Toys,3.0,280.44,841.3199999999999
ORD100202,2022-11-04,CUST00330,South,P0043,Electronics,5.0,318.61,1593.0500000000002
ORD100203,2022-09-25,CUST00105,South,P0091,Books,8.0,101.6,812.8
ORD100204,2022-12-06,CUST00014,North,P0013,Clothing,5.0,188.48,942.4
ORD100205,2022-04-03,CUST00187,East,P0071,Clothing,4.0,364.94,1459.76
ORD100206,2021-12-06,CUST00271,East,P0100,Grocery,,9.29,27.869999999999997
ORD100207,2022-10-28,CUST00050,East,P0061,Home,5.0,315.91,1579.5500000000002
ORD100208,2021-02-23,CUST00255,South,P0003,,9.0,223.06,2007.54
ORD100209,2021-02-20,CUST00027,South,P0066,Grocery,6.0,125.51,753.0600000000001
ORD100210,2021-06-04,CUST00418,West,P0079,Home,9.0,459.47,4135.2300000000005
ORD100211,2022-05-07,CUST00019,West,P0059,Grocery,7.0,398.29,2788.03
ORD100212,2021-01-03,CUST00139,North,P0031,Clothing,4.0,42.86,171.44
ORD100213,2022-04-13,CUST00363,West,P0092,Electronics,7.0,53.39,373.73
ORD100214,2022-08-17,CUST00059,South,P0039,Electronics,8.0,362.08,2896.64
ORD100215,2021-11-09,CUST00382,East,P0015,Toys,4.0,61.01,244.04
ORD100216,2021-11-18,CUST00333,East,P0078,Clothing,4.0,9.9,39.6
ORD100217,2022-03-20,CUST00246,West,P0088,Books,2.0,243.47,486.94
ORD100218,2022-05-01,CUST00373,West,P0052,Electronics,,253.95,1015.8
ORD100219,2022-02-05,CUST00153,South,P0095,Grocery,7.0,455.88,3191.16
ORD100220,2022-03-17,CUST00237,West,P0057,Books,5.0,94.72,473.6
ORD100221,2021-12-05,CUST00342,East,P0086,Electronics,6.0,302.33,1813.98
ORD100222,2022-11-26,CUST00238,East,P0066,Books,4.0,96.87,387.48
ORD100223,2021-12-17,CUST00381,North,P0095,Toys,1.0,441.93,441.93
ORD100224,2021-12-04,CUST00409,East,P0082,Electronics,4.0,109.25,437.0
ORD100225,2022-02-17,CUST00282,,P0014,Home,,126.18,630.9000000000001
ORD100226,2022-01-24,CUST00299,South,P0017,Books,9.0,86.33,776.97
ORD100227,2022-05-05,CUST00187,North,P0095,Clothing,3.0,385.7,1157.1
ORD100228,2021-07-15,CUST00062,South,P0009,Grocery,6.0,323.66,1941.96
ORD100229,2022-10-26,CUST00392,East,P0014,Toys,2.0,234.23,468.46
ORD100230,2022-05-04,CUST00231,East,P0065,Toys,2.0,226.16,452.32
ORD100231,2021-04-12,CUST00137,South,P0082,Grocery,3.0,353.36,1060.08
ORD100232,2021-06-28,CUST00115,East,P0002,Grocery,7.0,265.17,1856.19
ORD100233,2022-02-16,CUST00048,North,P0096,Grocery,6.0,172.26,1033.56
ORD100234,2021-06-21,CUST00456,East,P0046,Electronics,5.0,386.09,1930.4499999999998
ORD100235,2022-01-15,CUST00007,South,P0062,Home,7.0,185.41,1297.87
ORD100236,2022-05-18,CUST00493,South,P0043,Books,2.0,90.05,180.1
ORD100237,2022-12-11,CUST00176,North,P0043,Home,2.0,226.21,452.42
ORD100238,2022-01-17,CUST00329,North,P0096,Toys,1.0,474.33,474.33
ORD100239,2021-03-05,CUST00462,East,P0052,,5.0,,1243.3
ORD100240,2022-10-02,CUST00324,East,P0054,Toys,2.0,395.26,790.52
ORD100241,2022-01-28,CUST00282,East,P0039,Books,5.0,,1351.3999999999999
ORD100242,2022-04-24,,West,P0019,Grocery,4.0,153.34,613.36
ORD100243,2022-04-07,CUST00484,East,P0057,Toys,4.0,89.93,359.72
ORD100244,2021-03-10,,West,P0033,Toys,3.0,325.17,975.51
ORD100245,2021-07-02,CUST00178,South,P0010,Toys,2.0,465.29,930.58
ORD100246,2021-06-13,CUST00422,South,P0030,Books,4.0,227.93,911.72
ORD100247,2021-12-11,CUST00437,South,P0079,Books,5.0,105.05,525.25
ORD100248,2021-08-18,CUST00462,East,P0040,Grocery,2.0,360.99,721.98
ORD100249,2021-07-31,CUST00300,North,P0059,Home,1.0,368.78,368.78
ORD100250,2021-10-05,,North,P0019,Grocery,3.0,315.27,945.81
ORD100251,2022-08-09,CUST00430,,P0025,Home,9.0,,4479.93
ORD100252,2021-07-27,CUST00027,West,P0009,Clothing,7.0,244.94,1714.58
ORD100253,2022-03-24,CUST00285,West,P0090,Grocery,9.0,43.44,390.96
ORD100254,2021-04-16,CUST00290,South,P0017,Grocery,2.0,91.07,182.14
ORD100255,2022-02-18,CUST00100,West,P0056,Grocery,2.0,461.07,922.14
ORD100256,2021-05-24,CUST00041,North,P0015,Clothing,5.0,72.23,361.15000000000003
ORD100257,2021-08-13,CUST00478,North,P0011,Clothing,5.0,488.87,2444.35
ORD100258,2021-09-30,CUST00099,West,P0062,Books,7.0,188.35,1318.45
ORD100259,2022-07-12,CUST00135,East,P0084,Electronics,,316.35,316.35
ORD100260,2022-01-24,CUST00351,North,P0009,Books,4.0,486.5,1946.0
ORD100261,2021-08-09,CUST00071,East,P0049,Books,6.0,222.79,1336.74
ORD100262,2021-03-07,CUST00310,South,P0007,Books,,447.91,895.82
ORD100263,2021-11-16,CUST00440,North,P0011,Clothing,5.0,33.77,168.85000000000002
ORD100264,2021-07-23,CUST00058,West,P0036,Books,5.0,83.49,417.45
ORD100265,2021-06-08,CUST00246,East,P0094,Electronics,9.0,118.62,1067.58
ORD100266,2021-09-06,CUST00247,West,P0062,Books,3.0,77.57,232.70999999999998
ORD100267,2022-09-25,CUST00240,North,P0031,Home,8.0,250.09,2000.72
ORD100268,2021-07-25,CUST00391,East,P0013,Electronics,4.0,203.88,815.52
ORD100269,2021-06-15,CUST00220,South,P0078,Books,3.0,,1028.6399999999999
ORD100270,2022-04-03,CUST00264,North,P0047,Toys,1.0,472.06,472.06
ORD100271,2022-01-09,CUST00418,East,P0080,Toys,7.0,,1320.8999999999999
ORD100272,2022-03-17,CUST00393,East,P0039,Grocery,4.0,424.14,1696.56
ORD100273,2021-05-11,CUST00378,North,P0020,Books,8.0,278.59,2228.72
ORD100274,2021-02-26,CUST00123,East,P0015,Toys,5.0,117.93,589.6500000000001
ORD100275,2021-05-02,CUST00033,North,P0032,Clothing,3.0,269.7,809.0999999999999
ORD100276,2022-02-12,CUST00411,South,P0038,Toys,7.0,284.13,1988.9099999999999
ORD100277,2022-03-07,CUST00379,South,P0041,Home,4.0,311.62,1246.48
ORD100278,2022-02-13,CUST00215,West,P0038,Toys,9.0,188.59,1697.31
ORD100279,2021-11-09,CUST00285,North,P0067,Grocery,1.0,198.23,198.23
ORD100280,2022-11-15,CUST00482,West,P0085,Electronics,5.0,222.22,1111.1
ORD100281,2021-05-27,CUST00005,South,P0070,Clothing,1.0,55.66,55.66
ORD100282,2021-04-26,CUST00037,East,P0083,Books,5.0,290.86,1454.3000000000002
ORD100283,2021-05-07,,East,P0085,Clothing,5.0,94.27,471.34999999999997
ORD100284,2022-02-28,CUST00020,West,P0025,Toys,1.0,169.4,169.4
ORD100285,2022-06-08,CUST00201,North,P0070,,3.0,364.31,1092.93
ORD100286,2022-07-03,CUST00479,West,P0086,Books,7.0,43.12,301.84
ORD100287,2021-11-27,CUST00131,South,P0009,Books,3.0,267.95,803.8499999999999
ORD100288,2021-05-07,CUST00348,North,P0081,Clothing,4.0,308.86,1235.44
ORD100289,2021-01-02,CUST00345,East,P0027,Grocery,1.0,157.78,157.78
ORD100290,2021-04-18,,West,P0008,,,62.87,502.96
,,,,,,,,
ORD100292,2022-03-12,CUST00322,North,P0079,Books,6.0,32.77,196.62
ORD100293,2022-08-29,CUST00085,North,P0012,Clothing,8.0,329.8,2638.4
ORD100294,2022-12-29,CUST00230,South,P0015,Home,2.0,56.65,113.3
ORD100295,2022-01-25,CUST00007,East,P0006,Home,9.0,128.26,1154.34
ORD100296,2021-08-28,CUST00371,East,P0027,,9.0,380.34,3423.06
ORD100297,2021-04-19,CUST00149,South,P0044,Home,1.0,93.16,93.16
ORD100298,2021-10-05,CUST00347,,P0017,Home,3.0,135.56,406.68
ORD100299,2021-05-18,CUST00121,East,P0094,Clothing,4.0,484.59,1938.36
ORD100300,2022-08-20,,East,P0011,Home,8.0,120.35,962.8
ORD100301,2021-11-28,CUST00147,South,P0010,Clothing,3.0,7.18,21.54
ORD100302,2021-04-28,CUST00335,South,P0008,Books,6.0,119.65,717.9000000000001
ORD100303,2022-01-18,CUST00485,West,P0004,Books,3.0,427.96,1283.8799999999999
ORD100304,2022-12-18,CUST00263,East,P0038,Electronics,2.0,449.97,899.94
ORD100305,2022-08-19,CUST00386,West,P0005,Toys,3.0,138.15,414.45000000000005
ORD100306,2021-08-18,CUST00453,South,P0086,Electronics,8.0,123.46,987.68
ORD100307,2022-01-24,CUST00007,South,P0042,Clothing,8.0,493.17,3945.36
ORD100308,2022-01-30,,West,P0071,Grocery,,378.04,1134.1200000000001
ORD100309,2021-02-28,CUST00040,West,P0095,,8.0,400.93,3207.44
ORD100310,2021-07-14,CUST00008,South,P0057,Home,2.0,464.69,929.38
ORD100311,2022-08-12,CUST00493,East,P0013,Clothing,1.0,23.93,23.93
ORD100312,2022-11-28,CUST00377,South,P0021,Home,3.0,405.95,1217.85
ORD100313,2021-02-17,CUST00098,North,P0038,Home,4.0,370.76,1483.04
ORD100314,2021-11-18,CUST00033,West,P0096,Grocery,6.0,111.24,667.4399999999999
ORD100315,2021-07-20,CUST00048,East,P0054,Toys,2.0,360.43,720.86
ORD100316,2021-08-11,CUST00246,East,P0087,Books,2.0,68.5,137.0
ORD100317,2022-02-20,CUST00426,South,P0011,Grocery,2.0,23.55,47.1
ORD100318,2021-12-30,CUST00411,South,P0090,Clothing,7.0,278.33,1948.31
ORD100319,2022-09-22,CUST00456,,P0085,Electronics,6.0,,904.26
ORD100320,2021-04-07,CUST00113,North,P0036,Grocery,,386.33,1545.32
ORD100321,2022-05-24,CUST00403,South,P0062,Toys,9.0,81.75,735.75
ORD100322,2022-06-29,CUST00344,South,P0025,Grocery,2.0,83.28,166.56
ORD100323,2022-07-03,CUST00401,,P0025,Books,8.0,267.4,2139.2
ORD100324,2022-08-02,CUST00255,North,P0062,Clothing,,480.53,1922.12
ORD100325,2021-09-03,CUST00382,East,P0020,Grocery,3.0,462.38,1387.1399999999999
ORD100326,2022-04-24,CUST00111,North,P0017,Toys,,314.28,2514.24
ORD100327,2021-02-06,CUST00314,North,P0022,Electronics,2.0,489.05,978.1
ORD100328,2022-07-21,CUST00271,West,P0038,Home,6.0,228.34,1370.04
ORD100329,2022-12-03,CUST00349,East,P0099,Books,3.0,391.56,1174.68
ORD100330,2022-04-20,CUST00392,South,P0067,Toys,3.0,384.25,1152.75
ORD100331,2022-07-01,CUST00500,South,P0069,Books,8.0,140.97,1127.76
ORD100332,2021-01-21,CUST00109,East,P0086,,8.0,343.44,2747.52
ORD100333,2022-09-22,CUST00401,West,P0087,Electronics,8.0,290.27,2322.16
ORD100334,2021-09-20,CUST00407,North,P0016,Home,4.0,472.04,1888.16
ORD100335,2022-02-16,CUST00492,South,P0061,Home,4.0,167.32,669.28
ORD100336,2022-08-05,CUST00266,West,P0035,Toys,2.0,238.03,476.06
ORD100337,2021-07-03,CUST00127,West,P0034,Clothing,8.0,212.86,1702.88
